"","sample_name","sample_title","bioproject_accession","organism","collection_date","depth","elev","env_broad_scale","env_local_scale","env_medium","geo_loc_name","lat_long","agrochem_addition","Replicate"
"967","HLB-C-LM-1A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-HLB-C-LM-1A_S21","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","","replicate  1A: amplicon 18S, ITS, BR5, F230"
"969","HLB-C-LM-1B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-HLB-C-LM-1B_S22","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","","replicate  1B: amplicon 18S, ITS, BR5, F230"
"971","HLB-C-LM-2A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-HLB-C-LM-2A_S63","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","","replicate  2A: amplicon 18S, ITS, BR5, F230"
"973","HLB-C-LM-2B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-HLB-C-LM-2B_S64","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","","replicate  2B: amplicon 18S, ITS, BR5, F230"
"975","HLB-C-MIN-1A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-HLB-C-MIN-1A_S25","","soil metagenome",2017,"0-10 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","45.223 N 78.592 W","","replicate  1A: amplicon 18S, ITS, BR5, F230"
"977","HLB-C-MIN-1B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-HLB-C-MIN-1B_S26","","soil metagenome",2017,"0-10 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","45.223 N 78.592 W","","replicate  1B: amplicon 18S, ITS, BR5, F230"
"979","HLB-C-MIN-2A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-HLB-C-MIN-2A_S67","","soil metagenome",2017,"0-10 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","45.223 N 78.592 W","","replicate  2A: amplicon 18S, ITS, BR5, F230"
"981","HLB-C-MIN-2B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-HLB-C-MIN-2B_S68","","soil metagenome",2017,"0-10 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","45.223 N 78.592 W","","replicate  2B: amplicon 18S, ITS, BR5, F230"
"983","HLB-A1-FH-3A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A1-FH-3A_S19","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","1 t/ha Bottom wood ash","replicate  3A: amplicon 18S, ITS, BR5, F230"
"985","HLB-A1-FH-3B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A1-FH-3B_S20","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","1 t/ha Bottom wood ash","replicate  3B: amplicon 18S, ITS, BR5, F230"
"987","HLB-A1-FH-4A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A1-FH-4A_S61","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","1 t/ha Bottom wood ash","replicate  4A: amplicon 18S, ITS, BR5, F230"
"989","HLB-A1-FH-4B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A1-FH-4B_S62","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","1 t/ha Bottom wood ash","replicate  4B: amplicon 18S, ITS, BR5, F230"
"991","HLB-A1-LM-3A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A1-LM-3A_S17","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","1 t/ha Bottom wood ash","replicate  3A: amplicon 18S, ITS, BR5, F230"
"993","HLB-A1-LM-3B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A1-LM-3B_S18","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","1 t/ha Bottom wood ash","replicate  3B: amplicon 18S, ITS, BR5, F230"
"995","HLB-A1-LM-4A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A1-LM-4A_S59","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","1 t/ha Bottom wood ash","replicate  4A: amplicon 18S, ITS, BR5, F230"
"997","HLB-A1-LM-4B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A1-LM-4B_S60","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","1 t/ha Bottom wood ash","replicate  4B: amplicon 18S, ITS, BR5, F230"
"999","HLB-A1-MIN-3A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A1-MIN-3A_S21","","soil metagenome",2017,"0-10 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","45.223 N 78.592 W","1 t/ha Bottom wood ash","replicate  3A: amplicon 18S, ITS, BR5, F230"
"1001","HLB-A1-MIN-3B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A1-MIN-3B_S22","","soil metagenome",2017,"0-10 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","45.223 N 78.592 W","1 t/ha Bottom wood ash","replicate  3B: amplicon 18S, ITS, BR5, F230"
"1003","HLB-A1-MIN-4A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A1-MIN-4A_S63","","soil metagenome",2017,"0-10 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","45.223 N 78.592 W","1 t/ha Bottom wood ash","replicate  4A: amplicon 18S, ITS, BR5, F230"
"1005","HLB-A1-MIN-4B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A1-MIN-4B_S64","","soil metagenome",2017,"0-10 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","45.223 N 78.592 W","1 t/ha Bottom wood ash","replicate  4B: amplicon 18S, ITS, BR5, F230"
"1007","HLB-A2-FH-3A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A2-FH-3A_S25","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Bottom wood ash","replicate  3A: amplicon 18S, ITS, BR5, F230"
"1009","HLB-A2-FH-3B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A2-FH-3B_S26","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Bottom wood ash","replicate  3B: amplicon 18S, ITS, BR5, F230"
"1011","HLB-A2-FH-4A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A2-FH-4A_S67","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Bottom wood ash","replicate  4A: amplicon 18S, ITS, BR5, F230"
"1013","HLB-A2-FH-4B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A2-FH-4B_S68","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Bottom wood ash","replicate  4B: amplicon 18S, ITS, BR5, F230"
"1015","HLB-A2-LM-3A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A2-LM-3A_S23","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Bottom wood ash","replicate  3A: amplicon 18S, ITS, BR5, F230"
"1017","HLB-A2-LM-3B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A2-LM-3B_S24","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Bottom wood ash","replicate  3B: amplicon 18S, ITS, BR5, F230"
"1019","HLB-A2-LM-4A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A2-LM-4A_S65","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Bottom wood ash","replicate  4A: amplicon 18S, ITS, BR5, F230"
"1021","HLB-A2-LM-4B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A2-LM-4B_S66","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Bottom wood ash","replicate  4B: amplicon 18S, ITS, BR5, F230"
"1023","HLB-A2-MIN-3A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A2-MIN-3A_S27","","soil metagenome",2017,"0-10 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Bottom wood ash","replicate  3A: amplicon 18S, ITS, BR5, F230"
"1025","HLB-A2-MIN-3B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A2-MIN-3B_S28","","soil metagenome",2017,"0-10 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Bottom wood ash","replicate  3B: amplicon 18S, ITS, BR5, F230"
"1027","HLB-A2-MIN-4A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A2-MIN-4A_S69","","soil metagenome",2017,"0-10 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Bottom wood ash","replicate  4A: amplicon 18S, ITS, BR5, F230"
"1029","HLB-A2-MIN-4B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A2-MIN-4B_S70","","soil metagenome",2017,"0-10 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Bottom wood ash","replicate  4B: amplicon 18S, ITS, BR5, F230"
"1031","HLB-A3-FH-3A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A3-FH-3A_S31","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","8 t/ha Bottom wood ash","replicate  3A: amplicon 18S, ITS, BR5, F230"
"1033","HLB-A3-FH-3B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A3-FH-3B_S32","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","8 t/ha Bottom wood ash","replicate  3B: amplicon 18S, ITS, BR5, F230"
"1035","HLB-A3-LM-3A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A3-LM-3A_S29","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","8 t/ha Bottom wood ash","replicate  3A: amplicon 18S, ITS, BR5, F230"
"1037","HLB-A3-LM-3B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A3-LM-3B_S30","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","8 t/ha Bottom wood ash","replicate  3B: amplicon 18S, ITS, BR5, F230"
"1039","HLB-A3-LM-4A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A3-LM-4A_S71","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","8 t/ha Bottom wood ash","replicate  4A: amplicon 18S, ITS, BR5, F230"
"1041","HLB-A3-LM-4B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A3-LM-4B_S72","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","8 t/ha Bottom wood ash","replicate  4B: amplicon 18S, ITS, BR5, F230"
"1043","HLB-A3-MIN-3A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A3-MIN-3A_S33","","soil metagenome",2017,"0-10 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","45.223 N 78.592 W","8 t/ha Bottom wood ash","replicate  3A: amplicon 18S, ITS, BR5, F230"
"1045","HLB-A3-MIN-3B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A3-MIN-3B_S34","","soil metagenome",2017,"0-10 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","45.223 N 78.592 W","8 t/ha Bottom wood ash","replicate  3B: amplicon 18S, ITS, BR5, F230"
"1047","HLB-A4-FH-3A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A4-FH-3A_S37","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","1 t/ha Fly wood ash","replicate  3A: amplicon 18S, ITS, BR5, F230"
"1049","HLB-A4-FH-3B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A4-FH-3B_S38","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","1 t/ha Fly wood ash","replicate  3B: amplicon 18S, ITS, BR5, F230"
"1051","HLB-A4-LM-3A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A4-LM-3A_S35","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","1 t/ha Fly wood ash","replicate  3A: amplicon 18S, ITS, BR5, F230"
"1053","HLB-A4-LM-3B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A4-LM-3B_S36","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","1 t/ha Fly wood ash","replicate  3B: amplicon 18S, ITS, BR5, F230"
"1055","HLB-A4-MIN-3A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A4-MIN-3A_S39","","soil metagenome",2017,"0-10 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","45.223 N 78.592 W","1 t/ha Fly wood ash","replicate  3A: amplicon 18S, ITS, BR5, F230"
"1057","HLB-A4-MIN-3B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A4-MIN-3B_S40","","soil metagenome",2017,"0-10 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","45.223 N 78.592 W","1 t/ha Fly wood ash","replicate  3B: amplicon 18S, ITS, BR5, F230"
"1059","HLB-A5-FH-2A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A5-FH-2A_S1","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Fly wood ash","replicate  2A: amplicon 18S, ITS, BR5, F230"
"1061","HLB-A5-FH-2B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A5-FH-2B_S2","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Fly wood ash","replicate  2B: amplicon 18S, ITS, BR5, F230"
"1063","HLB-A5-FH-3A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A5-FH-3A_S43","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Fly wood ash","replicate  3A: amplicon 18S, ITS, BR5, F230"
"1065","HLB-A5-FH-3B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A5-FH-3B_S44","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Fly wood ash","replicate  3B: amplicon 18S, ITS, BR5, F230"
"1067","HLB-A5-LM-3A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A5-LM-3A_S41","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Fly wood ash","replicate  3A: amplicon 18S, ITS, BR5, F230"
"1069","HLB-A5-LM-3B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A5-LM-3B_S42","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Fly wood ash","replicate  3B: amplicon 18S, ITS, BR5, F230"
"1071","HLB-A5-MIN-2A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A5-MIN-2A_S3","","soil metagenome",2017,"0-10 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Fly wood ash","replicate  2A: amplicon 18S, ITS, BR5, F230"
"1073","HLB-A5-MIN-2B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A5-MIN-2B_S4","","soil metagenome",2017,"0-10 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Fly wood ash","replicate  2B: amplicon 18S, ITS, BR5, F230"
"1075","HLB-A5-MIN-3A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A5-MIN-3A_S45","","soil metagenome",2017,"0-10 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Fly wood ash","replicate  3A: amplicon 18S, ITS, BR5, F230"
"1077","HLB-A5-MIN-3B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A5-MIN-3B_S46","","soil metagenome",2017,"0-10 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Fly wood ash","replicate  3B: amplicon 18S, ITS, BR5, F230"
"1079","HLB-A6-FH-2A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A6-FH-2A_S7","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","8 t/ha Fly wood ash","replicate  2A: amplicon 18S, ITS, BR5, F230"
"1081","HLB-A6-FH-2B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A6-FH-2B_S8","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","8 t/ha Fly wood ash","replicate  2B: amplicon 18S, ITS, BR5, F230"
"1083","HLB-A6-FH-3A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A6-FH-3A_S49","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","8 t/ha Fly wood ash","replicate  3A: amplicon 18S, ITS, BR5, F230"
"1085","HLB-A6-FH-3B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A6-FH-3B_S50","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","8 t/ha Fly wood ash","replicate  3B: amplicon 18S, ITS, BR5, F230"
"1087","HLB-A6-LM-2A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A6-LM-2A_S5","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","8 t/ha Fly wood ash","replicate  2A: amplicon 18S, ITS, BR5, F230"
"1089","HLB-A6-LM-2B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A6-LM-2B_S6","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","8 t/ha Fly wood ash","replicate  2B: amplicon 18S, ITS, BR5, F230"
"1091","HLB-A6-LM-3A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A6-LM-3A_S47","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","8 t/ha Fly wood ash","replicate  3A: amplicon 18S, ITS, BR5, F230"
"1093","HLB-A6-LM-3B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A6-LM-3B_S48","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","8 t/ha Fly wood ash","replicate  3B: amplicon 18S, ITS, BR5, F230"
"1095","HLB-A6-MIN-2A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A6-MIN-2A_S9","","soil metagenome",2017,"0-10 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","45.223 N 78.592 W","8 t/ha Fly wood ash","replicate  2A: amplicon 18S, ITS, BR5, F230"
"1097","HLB-A6-MIN-2B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A6-MIN-2B_S10","","soil metagenome",2017,"0-10 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","45.223 N 78.592 W","8 t/ha Fly wood ash","replicate  2B: amplicon 18S, ITS, BR5, F230"
"1099","HLB-A6-MIN-3A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A6-MIN-3A_S51","","soil metagenome",2017,"0-10 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","45.223 N 78.592 W","8 t/ha Fly wood ash","replicate  3A: amplicon 18S, ITS, BR5, F230"
"1101","HLB-A6-MIN-3B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-A6-MIN-3B_S52","","soil metagenome",2017,"0-10 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","45.223 N 78.592 W","8 t/ha Fly wood ash","replicate  3B: amplicon 18S, ITS, BR5, F230"
"1103","HLB-C-FH-3A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-C-FH-3A_S13","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","","replicate  3A: amplicon 18S, ITS, BR5, F230"
"1105","HLB-C-FH-3B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-C-FH-3B_S14","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","","replicate  3B: amplicon 18S, ITS, BR5, F230"
"1107","HLB-C-FH-4A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-C-FH-4A_S55","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","","replicate  4A: amplicon 18S, ITS, BR5, F230"
"1109","HLB-C-FH-4B_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-C-FH-4B_S56","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","","replicate  4B: amplicon 18S, ITS, BR5, F230"
"1111","HLB-C-LM-3A_18S-ITS-BR5-F230-multiplex","Pinkey-Ashnet-HLB-C-LM-3A_S11","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","","replicate  3A: amplicon 18S, ITS, BR5, F230"
