"","sample_name","sample_title","bioproject_accession","organism","collection_date","depth","elev","env_broad_scale","env_local_scale","env_medium","geo_loc_name","lat_long","agrochem_addition","Replicate"
"1","SRD-A1-LFH-2_16S","9_S9","","soil metagenome",2017,"0 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","48.367 N 89.397 W","1 t/ha Fly wood ash","replicate  2: amplicon 16S V4-V5"
"2","PLD-A-LFH-2_16S","97_S97","","soil metagenome",2017,"2 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Manitoba","49.517 N 96.133 W","1.5 t/ha Mixed wood ash","replicate  2: amplicon 16S V4-V5"
"5","PLD-C-LFH-2_16S","96_S96","","soil metagenome",2017,"2 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Manitoba","49.517 N 96.133 W","","replicate  2: amplicon 16S V4-V5"
"6","PLD-C-LFH-3_16S","98_S98","","soil metagenome",2017,"2 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Manitoba","49.517 N 96.133 W","","replicate  3: amplicon 16S V4-V5"
"7","PLD-C-LFH-1_16S","94_S94","","soil metagenome",2017,"2 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Manitoba","49.517 N 96.133 W","","replicate  1: amplicon 16S V4-V5"
"9","PLD-A-LFH-1_16S","95_S95","","soil metagenome",2017,"2 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Manitoba","49.517 N 96.133 W","1.5 t/ha Mixed wood ash","replicate  1: amplicon 16S V4-V5"
"11","PLD-A-LFH-3_16S","99_S99","","soil metagenome",2017,"2 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Manitoba","49.517 N 96.133 W","1.5 t/ha Mixed wood ash","replicate  3: amplicon 16S V4-V5"
"15","ILK-A4-MIN-5_16S","93_S93","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  5: amplicon 16S V4-V5"
"16","ILK-A4-FH-5_16S","92_S92","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  5: amplicon 16S V4-V5"
"18","ILK-A4-LM-5_16S","91_S91","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  5: amplicon 16S V4-V5"
"21","ILK-A3-MIN-5_16S","90_S90","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  5: amplicon 16S V4-V5"
"22","SRD-C-MIN-2_16S","8_S8","","soil metagenome",2017,"0-10 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","48.367 N 89.397 W","","replicate  2: amplicon 16S V4-V5"
"24","ILK-A3-FH-5_16S","89_S89","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  5: amplicon 16S V4-V5"
"26","ILK-A3-LM-5_16S","88_S88","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  5: amplicon 16S V4-V5"
"28","ILK-A2-MIN-5_16S","87_S87","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  5: amplicon 16S V4-V5"
"30","ILK-A2-FH-5_16S","86_S86","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  5: amplicon 16S V4-V5"
"32","ILK-A2-LM-5_16S","85_S85","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  5: amplicon 16S V4-V5"
"34","ILK-C-MIN-5_16S","84_S84","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","","replicate  5: amplicon 16S V4-V5"
"36","ILK-C-FH-5_16S","83_S83","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","","replicate  5: amplicon 16S V4-V5"
"37","ILK-C-LM-5_16S","82_S82","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","","replicate  5: amplicon 16S V4-V5"
"41","ILK-A4-MIN-4_16S","81_S81","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  4: amplicon 16S V4-V5"
"42","ILK-A4-FH-4_16S","80_S80","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  4: amplicon 16S V4-V5"
"44","SRD-C-LFH-2_16S","7_S7","","soil metagenome",2017,"0 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","48.367 N 89.397 W","","replicate  2: amplicon 16S V4-V5"
"46","ILK-A3-MIN-4_16S","78_S78","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  4: amplicon 16S V4-V5"
"47","ILK-A4-LM-4_16S","79_S79","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  4: amplicon 16S V4-V5"
"50","ILK-A3-LM-4_16S","76_S76","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  4: amplicon 16S V4-V5"
"51","ILK-A3-FH-4_16S","77_S77","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  4: amplicon 16S V4-V5"
"54","ILK-A2-MIN-4_16S","75_S75","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  4: amplicon 16S V4-V5"
"56","ILK-A2-FH-4_16S","74_S74","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  4: amplicon 16S V4-V5"
"58","ILK-A2-LM-4_16S","73_S73","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  4: amplicon 16S V4-V5"
"60","ILK-A1-FH-4_16S","71_S71","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  4: amplicon 16S V4-V5"
"61","ILK-A1-LM-4_16S","70_S70","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  4: amplicon 16S V4-V5"
"64","ILK-A1-MIN-4_16S","72_S72","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  4: amplicon 16S V4-V5"
"66","SRD-A2-MIN-1_16S","6_S6","","soil metagenome",2017,"0-10 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","48.367 N 89.397 W","10 t/ha Fly wood ash","replicate  1: amplicon 16S V4-V5"
"68","ILK-C-MIN-4_16S","69_S69","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","","replicate  4: amplicon 16S V4-V5"
"69","ILK-C-LM-4_16S","67_S67","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","","replicate  4: amplicon 16S V4-V5"
"72","ILK-C-FH-4_16S","68_S68","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","","replicate  4: amplicon 16S V4-V5"
"74","ILK-A4-MIN-3_16S","66_S66","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  3: amplicon 16S V4-V5"
"76","ILK-A4-LM-3_16S","64_S64","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  3: amplicon 16S V4-V5"
"78","ILK-A4-FH-3_16S","65_S65","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  3: amplicon 16S V4-V5"
"81","ILK-A3-MIN-3_16S","63_S63","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  3: amplicon 16S V4-V5"
"82","ILK-A3-FH-3_16S","62_S62","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  3: amplicon 16S V4-V5"
"84","ILK-A3-LM-3_16S","61_S61","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  3: amplicon 16S V4-V5"
"86","ILK-A1-MIN-3_16S","60_S60","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  3: amplicon 16S V4-V5"
"88","ILK-A1-LM-3_16S","58_S58","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  3: amplicon 16S V4-V5"
"89","SRD-A2-LFH-1_16S","5_S5","","soil metagenome",2017,"0 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","48.367 N 89.397 W","10 t/ha Fly wood ash","replicate  1: amplicon 16S V4-V5"
"92","ILK-A1-FH-3_16S","59_S59","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  3: amplicon 16S V4-V5"
"95","ILK-C-MIN-3_16S","57_S57","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","","replicate  3: amplicon 16S V4-V5"
"96","ILK-C-FH-3_16S","56_S56","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","","replicate  3: amplicon 16S V4-V5"
"97","ILK-C-LM-3_16S","55_S55","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","","replicate  3: amplicon 16S V4-V5"
"98","ILK-A4-LM-2_16S","52_S52","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  2: amplicon 16S V4-V5"
"99","ILK-A4-MIN-2_16S","54_S54","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  2: amplicon 16S V4-V5"
"102","ILK-A4-FH-2_16S","53_S53","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  2: amplicon 16S V4-V5"
"104","ILK-A2-MIN-2_16S","51_S51","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  2: amplicon 16S V4-V5"
"106","ILK-A2-FH-2_16S","50_S50","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  2: amplicon 16S V4-V5"
"107","SRD-A1-MIN-1_16S","4_S4","","soil metagenome",2017,"0-10 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","48.367 N 89.397 W","1 t/ha Fly wood ash","replicate  1: amplicon 16S V4-V5"
"111","ILK-A2-LM-2_16S","49_S49","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  2: amplicon 16S V4-V5"
"115","ILK-A1-MIN-2_16S","48_S48","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  2: amplicon 16S V4-V5"
"117","ILK-A1-LM-2_16S","46_S46","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  2: amplicon 16S V4-V5"
"119","ILK-C-MIN-2_16S","45_S45","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","","replicate  2: amplicon 16S V4-V5"
"120","ILK-C-FH-2_16S","44_S44","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","","replicate  2: amplicon 16S V4-V5"
"121","ILK-A1-FH-2_16S","47_S47","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  2: amplicon 16S V4-V5"
"122","ILK-C-LM-2_16S","43_S43","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","","replicate  2: amplicon 16S V4-V5"
"125","ILK-A3-MIN-1_16S","42_S42","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  1: amplicon 16S V4-V5"
"127","SRD-A1-LFH-1_16S","3_S3","","soil metagenome",2017,"0 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","48.367 N 89.397 W","1 t/ha Fly wood ash","replicate  1: amplicon 16S V4-V5"
"129","ILK-A3-LM-1_16S","40_S40","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  1: amplicon 16S V4-V5"
"132","ILK-A2-FH-1_16S","38_S38","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  1: amplicon 16S V4-V5"
"135","ILK-A2-LM-1_16S","37_S37","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  1: amplicon 16S V4-V5"
"136","ILK-A2-MIN-1_16S","39_S39","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  1: amplicon 16S V4-V5"
"139","ILK-A3-FH-1_16S","41_S41","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  1: amplicon 16S V4-V5"
"140","ILK-A1-LM-1_16S","34_S34","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  1: amplicon 16S V4-V5"
"142","ILK-A1-FH-1_16S","35_S35","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  1: amplicon 16S V4-V5"
"143","ILK-C-MIN-1_16S","33_S33","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","","replicate  1: amplicon 16S V4-V5"
"145","ILK-C-LM-1_16S","31_S31","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","","replicate  1: amplicon 16S V4-V5"
"147","ILK-A1-MIN-1_16S","36_S36","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  1: amplicon 16S V4-V5"
"149","SRD-A2-MIN-5_16S","30_S30","","soil metagenome",2017,"0-10 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","48.367 N 89.397 W","10 t/ha Fly wood ash","replicate  5: amplicon 16S V4-V5"
"151","ILK-C-FH-1_16S","32_S32","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","","replicate  1: amplicon 16S V4-V5"
"152","SRD-C-MIN-1_16S","2_S2","","soil metagenome",2017,"0-10 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","48.367 N 89.397 W","","replicate  1: amplicon 16S V4-V5"
"154","SRD-A2-LFH-5_16S","29_S29","","soil metagenome",2017,"0 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","48.367 N 89.397 W","10 t/ha Fly wood ash","replicate  5: amplicon 16S V4-V5"
"157","SRD-A1-MIN-5_16S","28_S28","","soil metagenome",2017,"0-10 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","48.367 N 89.397 W","1 t/ha Fly wood ash","replicate  5: amplicon 16S V4-V5"
"158","SRD-A1-LFH-5_16S","27_S27","","soil metagenome",2017,"0 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","48.367 N 89.397 W","1 t/ha Fly wood ash","replicate  5: amplicon 16S V4-V5"
"162","SRD-A1-MIN-4_16S","22_S22","","soil metagenome",2017,"0-10 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","48.367 N 89.397 W","1 t/ha Fly wood ash","replicate  4: amplicon 16S V4-V5"
"163","SRD-A2-LFH-4_16S","23_S23","","soil metagenome",2017,"0 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","48.367 N 89.397 W","10 t/ha Fly wood ash","replicate  4: amplicon 16S V4-V5"
"164","SRD-C-MIN-5_16S","26_S26","","soil metagenome",2017,"0-10 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","48.367 N 89.397 W","","replicate  5: amplicon 16S V4-V5"
"166","SRD-C-LFH-5_16S","25_S25","","soil metagenome",2017,"0 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","48.367 N 89.397 W","","replicate  5: amplicon 16S V4-V5"
"168","SRD-A1-LFH-4_16S","21_S21","","soil metagenome",2017,"0 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","48.367 N 89.397 W","1 t/ha Fly wood ash","replicate  4: amplicon 16S V4-V5"
"172","SRD-C-MIN-4_16S","20_S20","","soil metagenome",2017,"0-10 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","48.367 N 89.397 W","","replicate  4: amplicon 16S V4-V5"
"173","SRD-A2-MIN-4_16S","24_S24","","soil metagenome",2017,"0-10 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","48.367 N 89.397 W","10 t/ha Fly wood ash","replicate  4: amplicon 16S V4-V5"
"175","SRD-C-LFH-1_16S","1_S1","","soil metagenome",2017,"0 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","48.367 N 89.397 W","","replicate  1: amplicon 16S V4-V5"
"177","SRD-C-LFH-4_16S","19_S19","","soil metagenome",2017,"0 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","48.367 N 89.397 W","","replicate  4: amplicon 16S V4-V5"
"179","SRD-A2-MIN-3_16S","18_S18","","soil metagenome",2017,"0-10 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","48.367 N 89.397 W","10 t/ha Fly wood ash","replicate  3: amplicon 16S V4-V5"
"180","SRD-A2-LFH-3_16S","17_S17","","soil metagenome",2017,"0 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","48.367 N 89.397 W","10 t/ha Fly wood ash","replicate  3: amplicon 16S V4-V5"
"184","SRD-A1-MIN-3_16S","16_S16","","soil metagenome",2017,"0-10 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","48.367 N 89.397 W","1 t/ha Fly wood ash","replicate  3: amplicon 16S V4-V5"
"186","HLB-A6-FH-4_16S","171_S171","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","8 t/ha Fly wood ash","replicate  4: amplicon 16S V4-V5"
"188","HLB-A5-LM-4_16S","168_S168","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","4 t/ha Fly wood ash","replicate  4: amplicon 16S V4-V5"
"189","HLB-A4-FH-4_16S","167_S167","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","45.223 N 78.592 W","1 t/ha Fly wood ash","replicate  4: amplicon 16S V4-V5"
"190","HLB-C-LM-4_16S","164_S164","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","","replicate  4: amplicon 16S V4-V5"
"192","HLB-A6-LM-4_16S","170_S170","","soil metagenome",2017,"5-8 cm",415,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","45.223 N 78.592 W","8 t/ha Fly wood ash","replicate  4: amplicon 16S V4-V5"
